name,ISO3,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
Bahamas,BHS,0.384862857,0.410698086,0.435011056,0.453272579,0.472832599,0.494550594,0.521090711,0.553210197,0.562562765,0.619914171,0.584877988,0.599876871,0.623376306,0.618066897,0.631526868,0.636680695,0.642971799,0.652003573,0.671904339,0.705205231,0.711654787,0.714224229,0.742482028,0.751063342,0.760017183,0.798461425,0.80506761,0.828795385,0.841162886,0.832444857,0.829190597,0.822016242,0.848871226,0.859870934,0.894703607,0.940769451,0.944641233,0.959254865,0.970661165,1,0.989602314,1.009543515,1.029067649,1.04899376,1.069152651,1.089823105,1.110698514
Bahrain,BHR,0.435284491,0.478099165,0.472357829,0.452248492,0.450574541,0.429124935,0.334119458,0.366449072,0.427416823,0.441449484,0.452966113,0.464605795,0.453112534,0.463186438,0.480634239,0.499222993,0.502743874,0.50937745,0.464443424,0.474980375,0.530526444,0.524828701,0.530203708,0.575797612,0.639065281,0.726862088,0.791130939,0.857856429,0.955383232,0.831221267,0.89304944,0.980022909,1.009545049,1.013426778,0.996510693,0.904288159,0.906515581,0.956547992,0.998162775,1,0.931471365,0.997492143,1.00363965,1.014069972,1.027684517,1.043417872,1.060360211
Bangladesh,BGD,,0.522331346,0.477728711,0.444888734,0.474505791,0.494009082,0.487368008,0.514372515,0.54175715,0.575696188,0.586193008,0.586876898,0.569291554,0.549313428,0.561029545,0.59691359,0.610197838,0.602524084,0.598617545,0.592576545,0.57237339,0.54523934,0.534228222,0.547138489,0.562464181,0.561525891,0.544463264,0.563814245,0.612075084,0.651661809,0.694373407,0.727608819,0.70802411,0.751637042,0.816673127,0.865131498,0.916321129,0.96327191,0.977467126,1,1.048550246,1.070440263,1.10448361,1.133024468,1.154143553,1.175657651,1.197573182
Barbados,BRB,0.263377412,0.2953791,0.324741743,0.342993816,0.360906498,0.373577302,0.390292447,0.418759807,0.430328879,0.459806631,0.476911837,0.498227747,0.508842455,0.535241874,0.547001263,0.552514638,0.56672395,0.572034607,0.621627396,0.649352134,0.64051401,0.655184684,0.660894624,0.668510382,0.707291326,0.754590606,0.788322704,0.854928406,0.869164813,0.854599988,0.887144701,0.918392707,0.913037475,0.939564472,0.94457155,0.925749452,0.925334153,0.949151135,0.97562195,1,1.016957208,1.035764571,1.056055296,1.077086237,1.099740585,1.125560724,1.151764283
Belarus,BLR,,,,,,,,,,,,,0.44167446,0.426019873,0.663436771,0.50094561,0.670774078,0.585210498,0.582699616,0.449586936,0.377871548,0.427533092,0.480690855,0.548139363,0.638955421,0.762144957,0.847662837,0.955764922,1.163033879,0.940267033,0.981355815,0.999616672,1.052529488,1.198505043,1.229215725,0.914423093,0.794541535,0.888880261,0.945116885,1,0.943082708,0.955035203,0.976084347,0.992344415,1.010385561,1.032264347,1.055524804
Belgium,BEL,0.48732581,0.4035856,0.35281388,0.33302912,0.31082345,0.31609057,0.43213537,0.52579529,0.54555753,0.53359859,0.64672472,0.6509259,0.71542472,0.69225423,0.72973635,0.83789393,0.80171214,0.69973721,0.70179262,0.67682752,0.59721943,0.59186784,0.63305549,0.77297461,0.86627215,0.88464517,0.9136535,1.01569673,1.09062589,1.05857563,1.02588817,1.0964168,1.0334272,1.08102553,1.09092051,0.92420038,0.93903506,0.97474766,1.03711732,1,1.02453194,1.115432013,1.149897455,1.172387515,1.194693613,1.215614317,1.236626413
Belize,BLZ,0.558723159,0.580220221,0.627611138,0.624715499,0.626444962,0.629438832,0.640093726,0.614427766,0.653869882,0.652534075,0.66596875,0.645324458,0.670205716,0.681759494,0.705436784,0.749012849,0.76360626,0.752415488,0.763354333,0.746847209,0.750633852,0.747725845,0.760894005,0.739612887,0.754686506,0.776282821,0.813116283,0.849841802,0.87293587,0.849052989,0.861260972,0.896695501,0.912739536,0.934236963,0.949251913,0.956589789,0.98418176,0.99994831,0.997763865,1,1.000914706,1.011205687,1.031077982,1.051866513,1.072807033,1.094585256,1.116108398
Benin,BEN,0.665376146,0.441522415,0.430035628,0.38844241,0.41268782,0.42926022,0.538354011,0.656142907,0.666246143,0.636876331,0.712645821,0.698892404,0.754645314,0.694577249,0.473959477,0.600672176,0.625408151,0.568380047,0.588376148,0.617301624,0.557952554,0.55136085,0.602352814,0.743052287,0.823157264,0.859523395,0.885175069,0.970063947,1.107808845,1.076174048,1.033852514,1.124881017,1.119124372,1.172351972,1.170071843,0.985336543,0.989405967,1.005939199,1.058635743,1,1.034987225,1.124453123,1.166592759,1.188333176,1.213635933,1.237403934,1.261271401
Bhutan,BTN,0.774356837,0.737142397,0.717167489,0.720642801,0.691816408,0.688482622,0.720427561,0.726913892,0.722715937,0.677882553,0.670470684,0.552548268,0.52980588,0.537866047,0.532645168,0.588532026,0.582462093,0.617870588,0.641650879,0.628257574,0.638870282,0.622249861,0.619717446,0.674132169,0.71567118,0.783631758,0.79222127,0.859261808,0.970840507,0.862262052,0.93058196,1.026832131,1.007414277,0.990688902,0.941792553,0.955219984,0.936997461,1.029251229,1.010517158,1,1.0143159,1.024627236,1.07601706,1.104782638,1.133173795,1.160838748,1.187603721
Bolivia,BOL,0.281270599,0.26878708,0.310148474,0.30592047,0.318682559,0.35063477,0.352007213,0.374092692,0.386638749,0.382080343,0.376921004,0.393000133,0.408345036,0.397941938,0.395846288,0.424523027,0.447631481,0.457846867,0.467474647,0.453370099,0.448482177,0.42895671,0.406336282,0.404355983,0.421400061,0.439757281,0.504973525,0.55403088,0.663169511,0.667307419,0.726067302,0.841848466,0.905251413,0.959527667,0.979192215,0.933948195,0.921299261,0.977130094,1.00698373,1,1.03576592,1.074732644,1.113620107,1.156059638,1.196562089,1.238477698,1.281827381
Bosnia and Herzegovina,BIH,,,,,,,,,,,,,,,,,0.509301668,0.529537987,0.536712626,0.529122888,0.487991891,0.496473705,0.548335984,0.666901564,0.752016649,0.776717434,0.837383311,0.971695615,1.123744059,1.065719528,1.031349251,1.109305576,1.031925108,1.063768641,1.072955006,0.910895447,0.921248372,0.954721901,1.027342921,1,1.015565031,1.110979014,1.138060707,1.156592357,1.17737569,1.201753451,1.223320401
Botswana,BWA,0.587983185,0.480265962,0.437232639,0.436085356,0.40635931,0.351247684,0.438507537,0.598194021,0.629106915,0.671230612,0.681330666,0.641836775,0.664467273,0.643455999,0.697674077,0.723902811,0.705562578,0.672270487,0.64022306,0.664469506,0.689296664,0.653335093,0.609468154,0.804924096,0.932060502,0.995544381,0.933567662,0.927086278,0.879556322,0.8871446,1.017794062,1.154713793,1.156946385,0.961997917,1.006907557,0.910020052,0.94573343,1.020293043,1.048518057,1,0.945558616,1.035224716,1.056154104,1.088093974,1.109812527,1.135597898,1.170869737
Brazil,BRA,0.17921427,0.215442083,0.228968355,0.190044111,0.179593629,0.264220952,0.285004766,0.299428847,0.333624033,0.443791346,0.479850173,0.416450901,0.400815561,0.429729255,0.51973592,0.701757593,0.758100063,0.761390398,0.742036935,0.512414935,0.53656381,0.452124564,0.399412382,0.432425087,0.490217767,0.632809122,0.75614778,0.899186968,1.038559726,1.023522544,1.259517482,1.43368349,1.325954302,1.291278755,1.276663257,0.97006696,1.001011636,1.134706489,1.035622783,1,0.796304949,0.799130394,0.854690192,0.90493752,0.963603731,1.007453239,1.046165045
Brunei Darussalam,BRN,,,,,,0.451531623,0.28324248,0.324273689,0.309777651,0.339923341,0.396527381,0.404160038,0.436191158,0.426618369,0.411773487,0.456519673,0.479478432,0.49430764,0.387471902,0.426997671,0.54165685,0.49201873,0.494159638,0.538890847,0.643706953,0.776367471,0.894159166,0.986959016,1.217716746,0.928520938,1.039846379,1.354634085,1.380203889,1.339465305,1.298438017,0.985985404,0.891137336,0.935692864,1.046246913,1,0.881452548,1.102592999,1.043146438,1.016369161,1.012418399,1.01303003,1.017343385
Bulgaria,BGR,0.609354941,0.624152351,0.624725855,0.623295608,0.632976348,0.532385532,0.447473878,0.495400046,0.790612631,0.809257017,0.39251539,0.043092114,0.190985631,0.117296482,0.214063994,0.364391651,0.299339807,0.32110313,0.408958513,0.404263184,0.374999021,0.386763081,0.422169579,0.517576251,0.601502757,0.640959873,0.690798182,0.837308351,0.967554647,0.957016638,0.921677159,1.025668053,0.962234832,0.987261339,0.991383879,0.848548107,0.868240697,0.92135038,1.002623869,1,1.039946368,1.130088372,1.174267864,1.206416913,1.238212079,1.269170198,1.300497411
Burkina Faso,BFA,1.006375349,0.852926111,0.783614702,0.724645685,0.637349403,0.633205281,0.769295177,0.8973893,0.936390705,0.916682041,1.093400465,1.01339737,1.082439648,0.997451782,0.591961649,0.692439289,0.678043646,0.6035558,0.644582453,0.644895355,0.55317331,0.558989086,0.607877792,0.738344817,0.812405484,0.843827082,0.845562694,0.946006829,1.10786455,1.074855001,1.062328969,1.189346714,1.162669481,1.175512138,1.168914365,0.954318718,0.975696786,1.015623543,1.087832861,1,1.042224175,1.139406756,1.181588867,1.211571927,1.241088096,1.269617365,1.298413228
Burundi,BDI,0.744827811,0.690586637,0.737462476,0.752553174,0.682771668,0.711075386,0.725776329,0.647749571,0.577944732,0.592789566,0.572976054,0.558903791,0.513029085,0.474330923,0.485854735,0.571037253,0.538767091,0.600838367,0.526963491,0.50515071,0.498603835,0.494384095,0.454379019,0.421931043,0.473955799,0.554363001,0.599337117,0.617111399,0.699601578,0.742048615,0.808082734,0.854737583,0.853846435,0.856679855,0.905481153,1.080811478,1.036892091,1.105627845,1.041799464,1,1.027662504,1.076882563,1.102995558,1.128891609,1.154596622,1.18228126,1.207653211
Cabo Verde,CPV,0.557458594,0.504201493,0.493547615,0.441911818,0.406206028,0.391940552,0.526379205,0.624791566,0.66198948,0.632737367,0.72211472,0.741532861,0.805240979,0.756086789,0.795915614,0.88588563,0.856639313,0.777135906,0.76329022,0.779672844,0.673749097,0.642082326,0.672235629,0.820564855,0.897890933,0.904994601,0.940360851,1.053099846,1.166898828,1.122417006,1.084039367,1.169228801,1.079846909,1.137659532,1.136862811,0.966381394,0.961090588,0.986411686,1.048682926,1,1.028788942,1.111464679,1.141607898,1.160767122,1.180594926,1.201663904,1.22498
Cambodia,KHM,,,,,,,,0.047699897,0.085179181,0.103344331,0.265547233,0.552095463,0.62538889,0.598135316,0.629903198,0.739679416,0.711880125,0.671963302,0.583553743,0.58112758,0.553595777,0.555134932,0.559618971,0.560963077,0.58129786,0.604993854,0.63138803,0.680235664,0.764049118,0.767001862,0.782423567,0.833944776,0.852231013,0.8599579,0.880316819,0.890453267,0.923583177,0.955607206,0.978976347,1,1.006555739,1.014288027,1.023219718,1.03486733,1.0479773,1.061574129,1.075677852
Cameroon,CMR,0.734976726,0.711295852,0.634207536,0.598317525,0.588387236,0.568429037,0.693852925,0.821346851,0.905292376,0.821760217,0.876618418,1.015686159,0.960220349,1.034484355,0.721913525,0.662792236,0.704040694,0.67597731,0.64357384,0.630237963,0.557796499,0.565803385,0.606150276,0.728247307,0.817014321,0.825350369,0.859901743,0.94762305,1.083993873,1.043868006,1.013070988,1.090988183,1.034730917,1.090801483,1.114267197,0.932112,0.939750969,0.973226831,1.034514772,1,1.032633453,1.148581025,1.17922443,1.200244944,1.223715853,1.246993889,1.271245179
Canada,CAN,0.39495182,0.4249136,0.44958448,0.47597508,0.46894598,0.45948366,0.46575425,0.51132572,0.57578928,0.62684344,0.65754499,0.69002609,0.66373817,0.62991112,0.60365921,0.61428376,0.62899068,0.62647129,0.58381204,0.59411901,0.62004174,0.60455744,0.60362699,0.698905,0.77665036,0.86000128,0.94233706,1.02756555,1.0675426,0.9827914,1.11951069,1.20375556,1.20604126,1.19007513,1.13140076,0.96917738,0.94178586,0.98521973,1.00464537,1,0.98825188,1.08834639,1.121194088,1.157558835,1.195319075,1.234331121,1.276134827
Central African Republic,CAF,0.490456445,0.45184495,0.45344681,0.463066602,0.409094896,0.519748236,0.635878958,0.700125796,0.740665632,0.704257101,0.806643004,0.77486241,0.812807884,0.720794096,0.419689863,0.529611947,0.505245806,0.475131496,0.486544342,0.47426133,0.410921883,0.414776154,0.444242546,0.549239626,0.606224998,0.635270246,0.660088358,0.724035875,0.817368616,0.805180259,0.800189896,0.87343076,0.857702269,0.908250284,1.016942084,0.871848906,0.895620893,0.972788567,1.031056653,1,1.039242404,1.153583372,1.197950311,1.230474401,1.262870527,1.294385406,1.326167877
Chad,TCD,0.422865228,0.560814645,0.514524241,0.444863124,0.45419713,0.456227277,0.530402218,0.579773771,0.630264187,0.583895529,0.681922745,0.611921946,0.623064668,0.555969066,0.426920419,0.527263676,0.574100217,0.522173234,0.551634435,0.489057876,0.446017526,0.491943119,0.528624618,0.633302073,0.764361669,0.94169911,1.044251832,1.178902575,1.373376536,1.177808735,1.191092776,1.354423966,1.268090722,1.255433507,1.265676382,0.972691785,0.959404953,0.970946452,1.039204829,1,0.991232326,1.136226199,1.172665465,1.202013619,1.231233491,1.259974667,1.291314526
Chile,CHL,0.498490508,0.555703655,0.479493277,0.400719901,0.368028405,0.309472341,0.315054982,0.348640943,0.383077551,0.398961566,0.427870285,0.457208944,0.501197264,0.502463248,0.5517528,0.653246351,0.647983261,0.656478908,0.604278697,0.558936205,0.549846466,0.485448712,0.46263691,0.482147977,0.589975805,0.691618032,0.819054952,0.875003042,0.873658577,0.85334078,1.020420761,1.110345924,1.116543668,1.11862808,1.02862973,0.941529763,0.950014909,1.038877537,1.075911653,1,0.961203517,1.10295802,1.131221691,1.158452801,1.185571485,1.213093647,1.243648826
China,CHN,0.710947075,0.644541903,0.582872861,0.564537734,0.504166337,0.4384378,0.390628342,0.380851238,0.427073469,0.459520669,0.382865883,0.368010959,0.383697605,0.422164536,0.339775082,0.398341264,0.426328509,0.434802955,0.430864919,0.424149614,0.43302321,0.442030279,0.445517262,0.457258739,0.488392974,0.51533393,0.549756354,0.622116439,0.730390771,0.742685299,0.794575113,0.901307431,0.952318668,0.995973954,1.013907449,1.00034833,0.945597182,0.965947872,1.021419984,1,1.003866622,1.046455575,1.0728664,1.097174526,1.122006746,1.147535481,1.174459854
Colombia,COL,0.537852005,0.572919629,0.607773682,0.594692389,0.568332256,0.502810708,0.475794186,0.470038494,0.486937591,0.474796989,0.463757323,0.468231361,0.53095575,0.569230278,0.680287705,0.732049749,0.753420893,0.799689619,0.734252865,0.671464761,0.627949075,0.607235727,0.590865814,0.549423858,0.645317085,0.771344571,0.80318053,0.959149324,1.092004544,1.035017368,1.220715183,1.334502204,1.421221925,1.393399707,1.330429369,0.994805022,0.938702105,1.02166614,1.067140652,1,0.901171309,0.933268391,0.955010329,0.976760861,0.999446911,1.023639366,1.048807501
Comoros,COM,0.56917634,0.472793318,0.430780516,0.405382903,0.375196268,0.370483868,0.487931007,0.579782358,0.594263716,0.58488726,0.666021198,0.707941155,0.718608202,0.686535636,0.52592679,0.62157628,0.624856778,0.552705989,0.554155219,0.552835369,0.508712774,0.530835434,0.580872528,0.729732368,0.804837129,0.802715439,0.858803457,0.984260064,1.089444503,1.041419886,1.00905775,1.090419272,1.049703346,1.103728107,1.113884682,0.923664728,0.93623915,0.955479137,1.009243815,1,1.032082129,1.105560972,1.133177903,1.150921273,1.170891563,1.190046125,1.21255537
"Congo, The Democratic Republic of the",COD,2.057505826,1.774424774,1.938098945,1.541482069,0.981082638,0.892506155,0.956255368,0.881794836,1.016928778,1.048033855,1.162139106,1.232645952,1.242700115,1.87553233,1.084266555,1.025412038,1.341439896,1.306821157,0.99484835,0.938935137,1.018355896,0.395098281,0.461854715,0.452603897,0.482923384,0.534452445,0.60445068,0.663891751,0.728162961,0.669815481,0.728357835,0.817925511,0.867109933,0.890409355,0.893389313,0.882229574,0.832588296,0.824032015,0.975086997,1,0.974025733,1.053604489,1.060925695,1.071970843,1.091830526,1.106681688,1.130370171
Congo,COG,0.516607135,0.412760825,0.351502732,0.312019386,0.280303062,0.280826737,0.375306441,0.445582104,0.388879409,0.338718132,0.393682936,0.39722139,0.412058857,0.372483726,0.26006709,0.297202777,0.331930131,0.303183603,0.242734481,0.29767873,0.364830256,0.321335285,0.348785171,0.402763063,0.532888876,0.636499027,0.715125798,0.833216855,1.039433208,0.776342164,0.956758861,1.113527123,1.145489814,1.170321595,1.094155361,0.75285287,0.720279342,0.823736041,1.061923103,1,0.884960839,1.037536014,1.056647246,1.077861965,1.097023833,1.117311189,1.140076215
Costa Rica,CRI,0.326650594,0.181491693,0.194489805,0.228286858,0.245807106,0.261495851,0.278208897,0.273296801,0.268986216,0.288277426,0.304071997,0.3730135,0.406559863,0.424821561,0.444741816,0.471336933,0.469276223,0.480519532,0.486461056,0.486258177,0.492999135,0.506919399,0.508729203,0.508054876,0.524204623,0.542991761,0.573247952,0.626922866,0.685770359,0.690552105,0.802724011,0.873126359,0.91947755,0.967713888,0.954201426,0.998894146,0.999440653,0.986773418,0.995988613,1,1.009376776,0.979491114,0.999773531,1.020981442,1.044119242,1.069208965,1.099434561
Côte d'Ivoire,CIV,0.654061229,0.523752928,0.469032391,0.434071718,0.441598489,0.434793128,0.555289392,0.613953816,0.613476617,0.570314464,0.637991607,0.619830488,0.660456077,0.655294956,0.492388931,0.617092602,0.629775224,0.575200915,0.589783278,0.569772139,0.504871384,0.525788507,0.5920974,0.74231839,0.792728597,0.803147518,0.824742078,0.926600169,1.078934743,1.047200804,1.048970117,1.137678688,1.069546834,1.142621378,1.187630178,1.022679252,0.998860945,1.000681399,1.052738269,1,1.025555663,1.1190628,1.144970732,1.162517429,1.180693765,1.199649292,1.218384739
Croatia,HRV,,,,,,,,,,,,,0.353833367,0.407264148,0.514466948,0.622577553,0.61991922,0.590464512,0.612841684,0.570506425,0.512265518,0.530228817,0.583546166,0.71450587,0.822581876,0.860469621,0.910684821,1.032638403,1.184873552,1.139533162,1.105275255,1.155874371,1.071400515,1.106891595,1.100116516,0.922810046,0.928977554,0.965629887,1.039018273,1,1.029558503,1.12658023,1.162496861,1.198072389,1.235402646,1.283528607,1.313326641
Cyprus,CYP,0.417487016,0.392521108,0.382015247,0.363076256,0.351706273,0.358274229,0.439405698,0.491978998,0.523834454,0.517586837,0.590275143,0.604679877,0.662588374,0.62908316,0.669864998,0.756559296,0.753189269,0.699222078,0.707760687,0.690575536,0.619805273,0.620657385,0.657371649,0.816098467,0.92527641,0.952983996,0.993188231,1.114396291,1.248077305,1.185588879,1.150256976,1.226037905,1.15153542,1.178396514,1.163273854,0.965560938,0.957572172,0.987750363,1.046002674,1,1.012166958,1.085492795,1.116521095,1.139856681,1.16425834,1.190352078,1.221072713
Czech Republic,CZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3294681,0.37048356,0.44288474,0.4763011,0.44175503,0.47640838,0.45816784,0.41771113,0.44523872,0.53126541,0.62621388,0.71329648,0.76587525,0.81758973,0.94233871,1.12444496,1.05375507,1.03386236,1.11601727,1.02405099,1.03695864,1.0022231,0.85434383,0.86947436,0.92051194,1.01607313,1,1.02456501,1.119008474,1.154274225,1.178210776,1.201598759,1.223290078,1.244967266
Denmark,DNK,0.4174577,0.36577327,0.34422556,0.33684316,0.3151976,0.32129766,0.43055598,0.53351766,0.56347827,0.54453715,0.66019246,0.65586791,0.70585949,0.66134639,0.68458418,0.78696732,0.77587689,0.69493668,0.69377997,0.67688588,0.60176177,0.59965231,0.6477284,0.78799839,0.88374562,0.90809846,0.93520562,1.04593745,1.1472655,1.11466077,1.09430152,1.15498189,1.0947072,1.13844104,1.1498711,0.96481171,0.96640696,0.99701053,1.04848176,1,1.03184227,1.128264918,1.149194343,1.176641572,1.207203134,1.240403776,1.275829078
Djibouti,DJI,,,,,,,,,,,,0.431865673,0.444009852,0.46409154,0.49638875,0.520999374,0.536551374,0.553345229,0.565241256,0.577354923,0.589128682,0.601753333,0.601589646,0.613663124,0.633667365,0.653985037,0.676552191,0.710505123,0.779298131,0.791339283,0.822215141,0.864229904,0.900633323,0.922293913,0.934405486,0.957479769,0.959257968,0.964498177,0.968014047,1,1.028817765,1.053140922,1.075284581,1.096725251,1.118602297,1.140898344,1.163780925
Dominica,DMA,0.316744405,0.321030673,0.338382317,0.362943708,0.383508823,0.412826849,0.437395964,0.463253429,0.483374707,0.523949989,0.54000188,0.583197002,0.607967793,0.62561973,0.671168586,0.678573176,0.698822886,0.709642712,0.726715517,0.746633772,0.731759496,0.747612824,0.753538397,0.729802805,0.757748808,0.746656609,0.764376904,0.775838302,0.78791611,0.851205784,0.854160817,0.868209099,0.851229333,0.884631906,0.88457657,0.937182182,0.971577688,0.974934863,0.984628325,1,0.997061946,1.012562005,1.033528979,1.054148044,1.075349665,1.095609149,1.118787531
Dominican Republic,DOM,0.550160053,0.590004204,0.546821627,0.54093003,0.839667065,0.374767151,0.439759156,0.420308442,0.376759156,0.407570311,0.401268664,0.491582597,0.51878847,0.544657374,0.594325627,0.638846833,0.660964998,0.666096181,0.675795892,0.651591412,0.683566941,0.702727743,0.715761385,0.572934402,0.584226101,0.852764107,0.825649449,0.891414033,0.94481178,0.938151605,0.96632718,1.009380778,1.027663932,1.012333015,1.01356201,1.00412898,1.001198411,1.01089926,1.010378601,1,0.948117839,0.958059014,0.979485631,1.000945806,1.02228335,1.044596558,1.067692354
Ecuador,ECU,0.456341906,0.449723462,0.443643378,0.401140178,0.409704818,0.45895282,0.326637962,0.324603633,0.279390824,0.273422914,0.269558119,0.287757767,0.303652341,0.347770875,0.402232614,0.42724367,0.439479884,0.473371926,0.466288094,0.351693583,0.3228511,0.414570916,0.464679,0.513903497,0.535807993,0.577235637,0.623417608,0.664881958,0.756952377,0.761917532,0.818789215,0.8651638,0.908294939,0.936401252,0.964772974,0.940738533,0.958630925,0.977291711,0.995068889,1,0.966650967,0.981396466,1.00041079,1.011503899,1.022351954,1.033653512,1.045083841
