name,ISO3,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
Egypt,EGY,0.445906545,0.477809301,0.52689724,0.591515273,0.615707557,0.668288587,0.706305701,0.969007484,1.114526921,1.349158795,1.097936137,0.542013545,0.492825878,0.537036308,0.567737327,0.630033197,0.67545108,0.715349363,0.743651813,0.746799279,0.781076907,0.736633432,0.630042424,0.57606351,0.538419503,0.585485804,0.657284891,0.745085463,0.866512737,0.961199744,1.060308291,1.122101542,1.23521819,1.235359943,1.273544204,1.326049539,1.272372725,0.869703854,0.873739599,1,1.155586803,1.228788959,1.267028245,1.298532136,1.31323031,1.345923137,1.42362406
El Salvador,SLV,0.297988047,0.278674128,0.293721894,0.276966155,0.199892382,0.193170836,0.194134767,0.192538776,0.220593955,0.249716477,0.362389998,0.389203413,0.402516086,0.437123279,0.47997503,0.532466945,0.567464105,0.586714152,0.611535233,0.617573228,0.6378112,0.658983966,0.668876466,0.688724983,0.707449104,0.73761984,0.769547041,0.803271999,0.831612794,0.831150463,0.853139234,0.903574817,0.926590457,0.931964543,0.941370077,0.953736243,0.959927865,0.969385476,0.989494391,1,0.996137267,1.02078266,1.037808752,1.052820009,1.066651048,1.079124231,1.090973453
Equatorial Guinea,GNQ,0.340356187,0.301680006,0.344376829,0.374817644,0.408172782,0.608008862,0.765531104,0.89410812,0.933757095,0.834155085,1.030453827,1.035599265,0.943799218,0.86509873,0.54860444,0.610716876,0.653259653,0.502062867,0.336479224,0.446510879,0.333116928,0.300667379,0.310959285,0.49431018,0.599031795,0.761199401,0.881305103,0.991208293,1.274792705,0.957094399,1.136264946,1.396406728,1.351469964,1.382091199,1.364840942,0.909677391,0.850547041,0.978644976,1.137319412,1,0.916829271,1.085608754,1.118270435,1.150595177,1.194255814,1.249484241,1.313336725
Eritrea,ERI,,,,,,,,,,,,,0.695113024,0.380040349,0.36387737,0.396672897,0.435708396,0.414268933,0.428168655,0.419177088,0.426078232,0.416846128,0.392169293,0.480729039,0.604104357,0.583453587,0.649465094,0.697048209,0.782930702,0.980731297,1.084575356,1.120502519,1.200949692,1.164540148,1.182851766,1.153650469,1.179226545,1.127489889,1.050933481,1,1.059112888,1.119936153,1.146912065,1.169085715,1.191292005,1.214542153,1.238075565
Estonia,EST,,,,,,,,,,,,,,0.152426551,0.217115661,0.331317847,0.386399288,0.368553371,0.388699602,0.397637329,0.357202123,0.370078959,0.408476801,0.508050913,0.584624144,0.620037975,0.681964339,0.836272408,0.959135316,0.907448223,0.880375338,0.972820624,0.934817505,1.004800461,1.03497897,0.873890703,0.891293014,0.937886122,1.022272413,1,1.014822098,1.11383249,1.161683459,1.193928963,1.228011231,1.259923229,1.29177623
Ethiopia,ETH,,0.697862125,0.727249026,0.749621646,0.725059835,0.958516283,0.907672253,0.852037447,0.877903222,0.927808277,0.95934916,1.143414134,1.324429777,0.726853996,0.624934382,0.570935922,0.560712032,0.534501578,0.505692863,0.457486283,0.452646359,0.418155711,0.39760268,0.446391788,0.470141896,0.510964077,0.566401708,0.639612505,0.781145761,0.775654069,0.65765376,0.669244379,0.852842316,0.855472862,0.902580129,0.952130586,1.007928928,0.974420018,0.94436017,1,0.983645782,0.938057722,0.853449073,0.86571134,0.893143089,0.913491579,0.935397925
Fiji,FJI,0.603323274,0.584876251,0.571018942,0.561088623,0.534289487,0.53783863,0.570689372,0.561264059,0.511022658,0.478197006,0.510895888,0.543929063,0.566998627,0.590271722,0.626602631,0.659223376,0.680024399,0.684967765,0.535158085,0.577077085,0.508931591,0.492322948,0.529591775,0.660420923,0.737717427,0.824100462,0.83455839,0.924071281,0.946676405,0.78147974,0.831023598,0.973770115,1.009240998,1.016473429,1.029967647,0.950084617,0.976533238,1.006436375,1.010763062,1,0.969327826,0.980920917,1.005501142,1.03054903,1.05631265,1.082711412,1.109835584
Finland,FIN,0.4434729,0.42778392,0.4171067,0.39068738,0.39287779,0.40123504,0.51381565,0.62143423,0.70415142,0.728715,0.85993609,0.82565818,0.75079827,0.59912671,0.66838853,0.83304368,0.79161366,0.71572777,0.71607405,0.692279,0.60867712,0.61111299,0.64916742,0.77973704,0.86263128,0.87098102,0.88770639,0.99480719,1.08003703,1.06123691,1.01262431,1.09092063,1.03847659,1.10011544,1.11731794,0.94922824,0.94710001,0.97107631,1.03579671,1,1.0426501,1.124737714,1.158761601,1.182267662,1.204634594,1.225951125,1.247055763
France,FRA,0.51778937,0.44949513,0.41707546,0.39395735,0.3677804,0.37734773,0.51426621,0.60731068,0.63217737,0.60976699,0.73305276,0.7259151,0.78884313,0.74965863,0.7713811,0.86768188,0.85788774,0.75866255,0.75773539,0.72767428,0.63911634,0.63352403,0.68043779,0.83095762,0.92848044,0.94675472,0.97688873,1.0926072,1.1784907,1.13861918,1.09452448,1.15986062,1.08467291,1.12909364,1.13486917,0.95962223,0.96160831,0.98540323,1.04151674,1,1.04382708,1.11363765,1.141529045,1.159379714,1.177638885,1.196588667,1.214955228
Gabon,GAB,0.598457597,0.562134236,0.506105246,0.475062022,0.435439034,0.433498271,0.579452509,0.518217146,0.55212931,0.522762834,0.706949685,0.604677766,0.645734322,0.600559961,0.448904372,0.506012645,0.560712,0.496092145,0.403444645,0.460887488,0.510500721,0.465124,0.492815478,0.591629695,0.698047892,0.857664046,0.938620472,1.081859251,1.329180801,1.064731224,1.182432991,1.397584988,1.253031653,1.216200345,1.205122496,0.916488888,0.874939238,0.926970152,1.03939,1,0.943510818,1.094759047,1.089356427,1.081610493,1.080568655,1.089158552,1.109961817
Gambia,GMB,1.095250427,1.156594649,0.906491353,0.802915746,0.62464836,0.733537533,0.559005265,0.728895847,0.831881204,0.836874715,0.929755569,0.959297866,1.017100427,1.048839653,1.075840073,1.087947529,1.103747117,1.127317186,1.086511102,1.048492218,0.968660229,0.908709609,0.831412556,0.739347263,0.788180205,0.862541924,0.889301704,1.048093407,1.203698131,1.047559138,1.052562048,1.046952978,0.998332964,0.943704444,0.854915848,0.905806234,0.963953168,0.937117027,0.969563993,1,1.052255226,1.078315379,1.103130953,1.12522563,1.148436428,1.179639696,1.214057322
Georgia,GEO,,,,,,,,,,,,,,,0.18297141,0.411428661,0.597898318,0.620018441,0.617842421,0.467141806,0.499905597,0.50217881,0.502303319,0.531579064,0.645380633,0.736521956,0.813231873,0.948790773,1.165084959,1.017562126,1.05929164,1.217507128,1.249316641,1.256916144,1.234182532,1.016237302,0.999955471,1.023128802,1.057400122,1,0.958691914,0.951588412,1.001645419,1.036078698,1.068897392,1.102993882,1.136136746
Germany,DEU,0.4745727,0.39764628,0.38717545,0.37829613,0.34610529,0.34176431,0.4771206,0.58391219,0.60774736,0.58403857,0.70257262,0.70551736,0.78899007,0.77436058,0.80503337,0.92981589,0.89073711,0.77504942,0.76909464,0.73967224,0.63672072,0.62680447,0.66870121,0.81227541,0.90309937,0.90716317,0.91981993,1.0208785,1.08544791,1.06725036,1.0215961,1.0840511,1.01704551,1.07116325,1.09046368,0.92861564,0.93804966,0.96919637,1.03167028,1,1.03250777,1.135313352,1.168590502,1.190467764,1.21407045,1.239566534,1.266898655
Ghana,GHA,3.460490401,5.814672097,7.373821824,5.294811365,1.727984811,1.439178948,1.256456979,0.987600007,0.984570788,0.958237212,1.068538751,1.141022096,1.080878625,0.837713888,0.74393192,0.843878592,0.856280602,0.826348113,0.855181456,0.846864765,0.527786634,0.542122788,0.601770127,0.705415853,0.77474748,0.883527876,0.97998403,1.109775619,1.152646865,0.973814543,1.135612239,1.239362305,1.203123373,1.25699246,1.026496081,0.918121844,1.004297675,0.996034192,1.041258784,1,1.012286541,1.050012459,1.062594693,1.079103384,1.101464263,1.102478864,1.119945539
Greece,GRC,0.42845331,0.40147268,0.42403927,0.38780476,0.36890538,0.35832125,0.42163975,0.50139397,0.5582794,0.55866318,0.69069111,0.71903572,0.78902243,0.75072233,0.78927957,0.90647087,0.93101136,0.86390593,0.78509731,0.79779457,0.65606985,0.64415334,0.70056395,0.86887448,0.98471135,1.00714741,1.05268372,1.18737579,1.30544033,1.2927445,1.22739638,1.30084975,1.19922075,1.21431977,1.18989096,0.99194416,0.98317024,1.00611415,1.05228277,1,1.01367785,1.073479453,1.095251833,1.107480869,1.125431599,1.145449707,1.166201037
Grenada,GRD,0.325608545,0.335660268,0.34743377,0.35518666,0.37788249,0.41025747,0.427632449,0.448367376,0.478216602,0.521437566,0.520831547,0.556009906,0.577328467,0.5888463,0.606196963,0.624198332,0.641682664,0.653278829,0.664774722,0.671552582,0.689582976,0.703828464,0.706605686,0.706479452,0.720705591,0.738226227,0.77335508,0.791279531,0.853042137,0.852625644,0.857004939,0.859323513,0.892800694,0.919178836,0.925382188,0.95142082,0.976912723,0.991760791,0.988692664,1,0.994477342,1.013814545,1.033565311,1.055069046,1.076924436,1.098762993,1.121899387
Guatemala,GTM,0.301717355,0.32748146,0.343855827,0.366200763,0.381277314,0.452842959,0.244599083,0.273477876,0.285076152,0.31618058,0.268413003,0.318605652,0.337477599,0.35474201,0.388385292,0.417815579,0.434023203,0.472211913,0.490259999,0.445848994,0.453308042,0.482057174,0.513698313,0.527266988,0.553863584,0.606285116,0.63803656,0.673130088,0.746008258,0.699948123,0.74348786,0.813531267,0.830001732,0.851666111,0.890001803,0.919249731,0.950764589,1.000417076,0.990080497,1,1.020245397,1.031148384,1.034097243,1.051425433,1.083909225,1.117827392,1.152924776
Guinea,GIN,0.80712006,0.795875518,0.76669893,0.740328769,0.74385272,0.752879357,0.789782352,0.811711422,0.891790498,0.874786066,0.919308301,1.01416375,1.069807221,1.016615712,1.008575048,1.051910826,1.041662292,0.970968081,0.899263329,0.830747544,0.682254014,0.620209201,0.623218392,0.728321545,0.755783276,0.654227284,0.591826961,0.840114824,0.889580649,0.875850442,0.853461202,0.711000845,0.812583697,0.896360386,0.907248616,0.873925825,0.771856567,0.840437865,0.932711274,1,1.064548398,1.066200666,1.080586545,1.100157174,1.119209998,1.139725142,1.161021136
Guinea-Bissau,GNB,0.603274114,0.776223455,0.847616523,0.989996824,0.651931059,0.918639599,0.906873207,0.726521856,0.664591229,0.775190548,0.90467804,1.187711144,1.262485187,0.952786017,0.511573698,1.05993798,0.973068733,0.872201214,0.945717733,0.793175344,0.53024444,0.533134572,0.580345532,0.690668615,0.718467685,0.741429765,0.716527555,0.828468757,1.003122296,0.913396323,0.915509048,1.041456055,0.961614072,0.984507871,0.997938311,0.954333434,0.978549823,1.101842935,1.092895833,1,1.020321038,1.137742718,1.18431838,1.220281577,1.256761397,1.292163934,1.327902546
Guyana,GUY,0.332270244,0.317071216,0.298027888,0.342096116,0.311601993,0.33087857,0.375431151,0.346856335,0.419597567,0.443553914,0.376518831,0.385706261,0.395944273,0.445968197,0.482006166,0.519676131,0.540285054,0.540126538,0.519382435,0.500288753,0.510176568,0.501234269,0.512344076,0.527977312,0.541061157,0.570091515,0.601521993,0.658554338,0.72299134,0.729262466,0.777583204,0.849551295,0.987421394,0.977240696,0.951814592,0.980128546,0.988966015,1.009722919,0.974932671,1,0.777226361,0.840194254,0.717763255,0.658898482,0.667099463,0.680213415,0.696170497
Haiti,HTI,0.269600095,0.293709556,0.314222907,0.342461447,0.378644697,0.417327014,0.462422847,0.228868559,0.149580831,0.139901037,0.178899507,0.158386649,0.097304485,0.123230072,0.384958575,0.555779853,0.550712387,0.616304092,0.672472733,0.730337651,0.689775799,0.636942172,0.610533184,0.487185469,0.58769378,0.665951904,0.686644289,0.819042511,0.891292124,0.909541247,0.977731772,1.028051806,1.077412056,1.105474124,1.090411565,1.077921568,0.979489773,0.99121126,1.095051535,1,1.034944256,1.608916755,1.60811355,1.663179348,1.708357676,1.753241818,1.795191011
Honduras,HND,0.524233709,0.561857363,0.586780464,0.627609035,0.648791813,0.682815765,0.70938515,0.729553334,0.776748311,0.831779219,0.490350625,0.47786842,0.504191327,0.48670365,0.482739878,0.535172513,0.49779285,0.521281699,0.562219823,0.570925956,0.58909781,0.610777595,0.60494001,0.605793685,0.614530725,0.638920023,0.672073658,0.716561599,0.772316342,0.831518731,0.870449768,0.940614677,0.948201079,0.920952697,0.954402024,0.976008768,0.972396047,0.98825941,0.982683242,1,1.033308734,1.091904756,1.113589344,1.136083395,1.160275792,1.185495281,1.211494894
"Hong Kong SAR, China",HKG,0.413487587,0.407448562,0.411777153,0.359737974,0.366437777,0.387602805,0.401399795,0.436257568,0.474191597,0.534156673,0.57531593,0.629401656,0.694437538,0.75474007,0.803196278,0.835638253,0.884981471,0.934988658,0.945869375,0.905665057,0.871195491,0.854918336,0.8258647,0.777449462,0.749419356,0.749332684,0.746209899,0.766337864,0.777663523,0.778249153,0.778604101,0.80740939,0.839005221,0.854253829,0.87882278,0.911116566,0.92478899,0.947669548,0.976665719,1,1.018059297,1.029793037,1.04614674,1.070280163,1.096157885,1.122416855,1.1493982
Hungary,HUN,0.43691884,0.42597786,0.41652161,0.41566645,0.40709466,0.40988915,0.49860943,0.57480226,0.61777443,0.61895193,0.68148469,0.39661189,0.45617273,0.47546914,0.49673839,0.52638171,0.52886826,0.51999195,0.51549832,0.50422379,0.46324566,0.50673541,0.60955604,0.73835005,0.86003521,0.89596831,0.8795011,1.06241263,1.16543586,1.05867659,1.05279098,1.10961153,1.01878104,1.05332114,1.05059703,0.89971256,0.90500642,0.96397124,1.02601134,1,0.97056374,1.089582371,1.131438279,1.162277084,1.192763573,1.222441112,1.252463691
Iceland,ISL,0.42376431,0.41979309,0.37797574,0.33157276,0.3295582,0.33248018,0.41860642,0.53358929,0.59030817,0.54672472,0.61599233,0.65941195,0.69963491,0.60688548,0.60179885,0.66983122,0.66666631,0.64371597,0.63298424,0.68341793,0.65282801,0.57283817,0.64666093,0.77605673,0.87039703,0.99646207,0.97176645,1.10560891,0.87269717,0.71338556,0.76611589,0.83227049,0.79856042,0.835464,0.90687759,0.84734431,0.94208005,1.07042341,1.08374366,1,0.93935811,1.004571513,1.010279643,1.012946391,1.03449589,1.063958751,1.095449304
India,IND,0.715593807,0.700339996,0.700926958,0.712726683,0.666421662,0.697958685,0.708561095,0.765126304,0.737025996,0.699344391,0.718491321,0.598289536,0.605209509,0.55990046,0.615121495,0.629476495,0.638277677,0.649335173,0.619579199,0.621960572,0.610733547,0.603081829,0.61546233,0.673149794,0.728346084,0.770489785,0.802288271,0.953608416,0.907074398,0.932667173,1.058432488,1.05911943,1.006852182,0.961472786,0.983084341,0.939072865,0.946024424,1.023816243,0.979024165,1,1.025325039,1.025690865,1.041997218,1.057388057,1.072132401,1.086884994,1.101687585
Indonesia,IDN,0.673662589,0.698892084,0.701737005,0.610467309,0.589871991,0.566871729,0.499994883,0.441323366,0.464806608,0.486876983,0.50378861,0.517023203,0.528454572,0.555346288,0.578119647,0.610442109,0.636873205,0.577192353,0.293930036,0.427758674,0.432339336,0.405580185,0.473301249,0.542177949,0.56496906,0.594308021,0.718239767,0.801247833,0.886030808,0.874960052,1.075596231,1.197306354,1.162628502,1.098598793,1.017001939,0.936732513,0.965748406,1.00141537,0.977673286,1,0.966071025,1.012882499,1.03785894,1.063361685,1.082200244,1.101365801,1.120880168
"Iran, Islamic Republic of",IRN,0.427602538,0.485801596,0.491977897,0.551708467,0.647350051,0.689402439,0.884893262,1.158582291,1.388690784,1.586121991,2.136368783,0.980576763,0.160852079,0.207235604,0.265281847,0.375264298,0.485345933,0.560425346,0.608738781,0.807206346,1.001285316,0.865909067,0.320780197,0.345411113,0.408611805,0.474561217,0.533834165,0.650845623,0.752143216,0.760150118,0.844763818,0.980795578,0.716603275,0.732257462,0.757776924,0.682695687,0.653710592,0.671442333,0.732238228,1,1.077381838,1.128607684,1.156994444,1.173316153,1.189947213,1.208419149,1.228688336
Iraq,IRQ,,,,,,,,,,,,,,,,,,,0.280655696,0.396455069,0.580862639,0.455294659,0.494682549,0.226648852,0.342680889,0.460501187,0.567219019,0.759142651,1.039229625,0.852854071,0.994320303,1.239817581,1.277286254,1.27714756,1.267861501,0.936041048,0.767175253,0.910782868,1.018836873,1,0.868314055,0.951608407,0.971679286,0.978001576,0.992896626,1.015962177,1.045153247
Ireland,IRL,0.35671742,0.3279674,0.33345616,0.32310551,0.29972994,0.30763978,0.4152024,0.47108054,0.49792369,0.48908471,0.56661168,0.56113653,0.61019484,0.55198643,0.57273919,0.63282809,0.64799287,0.63997343,0.6402355,0.63817147,0.59526372,0.61473092,0.68172823,0.8436954,0.93594599,0.96599358,1.00896064,1.11180389,1.16949006,1.07488469,0.99503648,1.06100823,1.00488634,1.04705798,1.04829092,0.94196517,0.95009666,0.97746762,1.02637072,1,1.04141135,1.120179637,1.155402321,1.1798091,1.204557428,1.227979836,1.251373062
Israel,ISR,0.28674057,0.290115576,0.306565802,0.333284882,0.308689412,0.274683777,0.32655866,0.362863342,0.434026468,0.435435175,0.481856213,0.522475478,0.544843902,0.527701273,0.56291015,0.60983803,0.636156437,0.63751175,0.61843168,0.603049066,0.626101243,0.617748507,0.573188254,0.594340106,0.604583616,0.610814751,0.624064725,0.68361075,0.800170758,0.760342183,0.8123064,0.86548286,0.831647782,0.907403506,0.924797983,0.875495467,0.895194581,0.95659975,0.971037557,1,1.045079626,1.104346096,1.117819787,1.132220059,1.146380424,1.160595336,1.174891422
Italy,ITA,0.37304417,0.33350205,0.32936225,0.3376006,0.32331277,0.32474382,0.44700337,0.54475165,0.57887718,0.58337722,0.72378889,0.75208172,0.79042004,0.64365685,0.6495077,0.67467183,0.74497237,0.69230514,0.69530359,0.67456209,0.59392516,0.59465151,0.64626478,0.79915534,0.90226846,0.92074899,0.94961981,1.06135216,1.14514862,1.12412864,1.07389034,1.14546709,1.07528057,1.1234351,1.13294473,0.95602231,0.96387516,0.98968487,1.04685796,1,1.03045012,1.106770529,1.131997357,1.146431699,1.162039501,1.177653177,1.193112031
Jamaica,JAM,0.278356886,0.292764057,0.326160065,0.278305998,0.203193284,0.192846623,0.214232829,0.224358079,0.278468078,0.308402131,0.371406174,0.33847573,0.332631824,0.409051329,0.402482298,0.471491039,0.531072938,0.613394541,0.649513619,0.650523737,0.65844372,0.659438964,0.692345406,0.647996104,0.690053549,0.755055359,0.780358907,0.829459329,0.892265705,0.813807198,0.899716781,0.969097218,0.99776369,0.958314961,0.929506316,0.940706071,0.923810134,0.959660439,0.999480364,1,0.982810805,1.013898732,1.04718569,1.070757829,1.094412509,1.120345678,1.146542463
Japan,JPN,0.45176806,0.4791003,0.4308936,0.45607123,0.46382759,0.46652668,0.67235022,0.78264437,0.88638937,0.84112115,0.81977447,0.90554991,0.97656514,1.11755401,1.21736735,1.3151038,1.13177234,1.02278703,0.94500699,1.07183083,1.11681175,0.97993831,0.93711087,0.99593734,1.05604593,1.02610619,0.96199573,0.94362848,1.06346914,1.17126589,1.22290661,1.32392794,1.31208716,1.06949912,1.0032843,0.89645769,0.99966985,0.96732872,0.98162373,1,1.03100673,1.062990115,1.089887492,1.139363746,1.168105752,1.195540827,1.223764805
Jordan,JOR,0.404487597,0.393810918,0.399421403,0.418685438,0.400594218,0.407733187,0.495068489,0.508036541,0.466217211,0.353580713,0.342282012,0.34901563,0.38070731,0.380260937,0.405590114,0.408838614,0.42319594,0.424424152,0.448772238,0.449490452,0.447615034,0.45284254,0.4518891,0.462675761,0.478971215,0.487370216,0.535383274,0.563356352,0.67613741,0.697518477,0.753860635,0.798409254,0.836370867,0.887758018,0.918355392,0.938280857,0.951052624,0.967000184,0.983563998,1,0.995291181,1.009115912,1.029291641,1.055022498,1.081397765,1.108446354,1.136142366
Kazakhstan,KAZ,,,,,,,,,,,,,0.041592029,0.08208471,0.21653525,0.330339229,0.415536697,0.430559567,0.438284824,0.325253176,0.321192441,0.342721073,0.347131276,0.397480317,0.507546848,0.612484061,0.78455259,0.932527209,1.148908119,0.981014551,1.173848725,1.422077111,1.465238105,1.572606522,1.412155019,1.162051871,0.855810177,0.99885545,1.031614437,1,0.931305581,1.028660464,1.042988755,1.0624353,1.086255509,1.109676567,1.132204902
Kenya,KEN,0.472234403,0.427312914,0.391626666,0.356487102,0.364046409,0.348127316,0.386463113,0.400402166,0.391301339,0.371055882,0.370785412,0.345489092,0.343977099,0.239192165,0.27932854,0.339540694,0.370263499,0.373559474,0.415452529,0.370715129,0.363847813,0.359825974,0.36372042,0.401927184,0.413122131,0.454541304,0.528059976,0.611562287,0.685291075,0.68418137,0.681920999,0.669489076,0.774732198,0.799963753,0.847731154,0.836914517,0.851418088,0.926335656,0.969630035,1,1.041958441,1.034620382,1.040450506,1.051442394,1.066757549,1.084538571,1.1038192
Kiribati,KIR,0.385708455,0.403100022,0.372823482,0.355187043,0.383404126,0.305942993,0.29352045,0.339416544,0.388707803,0.392232997,0.388489405,0.424059714,0.427494903,0.414255645,0.476410995,0.485480817,0.574290466,0.563223132,0.519248307,0.552637717,0.514013812,0.483068592,0.531038639,0.65797486,0.757073503,0.784382915,0.770753747,0.913325181,1.009992394,0.932367126,1.102588204,1.258092991,1.254279585,1.178212061,1.148219794,0.988006707,0.978191924,1.018585654,1.049757576,1,1.014932087,1.151632341,1.181932719,1.207411818,1.229738085,1.251857772,1.272465713
"Korea, Republic of",KOR,0.41983078,0,0,0,0,0.41363014,0.42919904,0.48047549,0.58168258,0.67301639,0.70030272,0.73804804,0.74772615,0.77231373,0.83335312,0.92993174,0.92844013,0.81718598,0.57943688,0.67542014,0.71617803,0.64931537,0.69008051,0.75004133,0.80423368,0.90861138,0.97554385,1.02317025,0.88087852,0.79530809,0.90086344,0.95206924,0.94803887,0.98507226,1.03324842,0.99242428,0.98659911,1.03524838,1.06903852,1,0.99935317,1.069417143,1.085727654,1.104854264,1.125926914,1.146360697,1.164096493
Kosovo,XKX,,,,,,,,,,,,,,,,,,,,,0.569989879,0.615512284,0.661258533,0.778212514,0.818322179,0.813578929,0.824651947,0.921779223,1.062036213,1.017979652,1.015091256,1.115547001,1.053314939,1.107505413,1.14424814,0.957410475,0.959006718,0.992175996,1.048598306,1,1.041892394,1.1277187,1.163080672,1.185312277,1.208488147,1.22748066,1.240009359
Kuwait,KWT,0.537078335,0.582275496,0.550005154,0.491903651,0.493638049,0.517586368,0.384589215,0.42606027,0.438713788,0.431140894,0.44816616,0.449602822,0.451308865,0.403407606,0.383789467,0.413919709,0.476577756,0.448123805,0.369564451,0.436909354,0.522597069,0.48231217,0.511805023,0.54723428,0.613799483,0.758073592,0.886117971,0.944009499,1.184034347,0.916233392,1.021794969,1.243969739,1.318522672,1.304365384,1.212316281,0.848948462,0.787210295,0.911511266,1.049324288,1,0.872748322,1.019630928,1.009362576,1.010949631,1.02003358,1.035654535,1.060870297
Kyrgyzstan,KGZ,,,,,,,,,,,,,0.209119201,0.174321891,0.362187605,0.516027312,0.588074858,0.518876289,0.468700664,0.344536402,0.359900013,0.38093117,0.401232445,0.448173534,0.482868908,0.537248469,0.601180231,0.743235442,0.932711074,0.827342006,0.849698761,1.036795187,1.105683459,1.107219135,1.083542789,0.932891448,0.912197554,0.98468618,1.021945391,1,0.96024686,0.905857467,0.918525901,0.936386514,0.954000034,0.972430479,0.987355517
Lao People's Democratic Republic,LAO,1.164712668,0.590195385,0.564124804,1.001903115,1.347344951,1.552874483,1.035933404,0.736687696,0.490051329,0.550816475,0.61601996,0.698081967,0.748073395,0.796068912,0.855070974,0.927909835,0.903736301,0.797476811,0.290236284,0.295938908,0.33799797,0.329543062,0.323812403,0.373602834,0.40872742,0.439915293,0.518442055,0.584086854,0.677341768,0.682056449,0.736781145,0.814951231,0.859857631,0.934867965,0.962476899,0.971442727,1.005144715,1.008773155,1.009015109,1,1.018841489,1.043154503,1.058416536,1.071278587,1.083802935,1.096474418,1.109301786
Latvia,LVA,,,,,,,,,,,,,0.110177949,0.200303778,0.325575195,0.396876893,0.427154417,0.428791743,0.442723537,0.452872993,0.45281996,0.447257717,0.477684491,0.542084557,0.612337728,0.652068227,0.738249615,0.967387607,1.157759643,0.991799301,0.940203553,1.058060353,1.004172586,1.054075393,1.074974444,0.897657754,0.902943575,0.948801898,1.031443573,1,1.019902638,1.106245445,1.142104729,1.163060458,1.187828099,1.212258456,1.237121811
Lebanon,LBN,0.15970599,0.151797784,0.163805981,0.183931329,0.150510983,0.101142151,0.084570615,0.084807887,0.118676361,0.168427725,0.203171242,0.230547065,0.274845086,0.348997707,0.390606001,0.447650711,0.502976235,0.55295363,0.584423901,0.59307517,0.581326049,0.570752671,0.598930154,0.609215291,0.615382792,0.608664339,0.614039844,0.633257658,0.680975256,0.75101818,0.755357497,0.777752742,0.83653706,0.858400818,0.859661172,0.890011196,0.898821831,0.924934025,0.975397797,1,0.485074438,,,,,,
Lesotho,LSO,0.693765641,0.682283517,0.538399435,0.575243043,0.4929773,0.381223915,0.420622473,0.537949666,0.567035729,0.559128735,0.641153177,0.693906453,0.757336234,0.728385979,0.735729138,0.803895967,0.725698643,0.738876049,0.671897741,0.648720183,0.601354572,0.481909864,0.519101227,0.721204636,0.878964995,0.91402943,0.896009968,0.988235752,0.894488583,1.045021131,1.209394591,1.256184071,1.145447987,1.070712783,1.108068329,0.956162655,0.943575155,1.029683986,1.024347401,1,0.946448441,1.087295111,1.12047905,1.144462813,1.171764197,1.199439097,1.230092451
Liberia,LBR,,,,,,,,,,,,,,,,,,,,,0.438615798,0.448580853,0.447524261,0.475561077,0.573348796,0.573099948,0.61923243,0.663898441,0.779567638,0.781746346,0.819829487,0.903582137,0.951196627,0.995929668,1.003342813,1.002623217,1.075347609,1.074239542,1.038471854,1,1.020150368,1.094534964,1.145379518,1.142641019,1.159350709,1.179421952,1.200134237
Libya,LBY,0.301959641,0.326240529,0.32040698,0.320421473,0.327220027,0.319921012,0.294047067,0.320398199,0.334870528,0.33141144,0.368185582,0.352256556,0.366881244,0.343090814,0.313447201,0.406189014,0.432003822,0.44497129,0.366313246,0.437834316,0.44924125,0.407611407,0.246980797,0.279546051,0.33720291,0.43241302,0.471451696,0.545930626,0.728089464,0.515878058,0.678768504,0.944426149,1.04758876,1.079014456,1.073690801,0.875952313,1.019844131,1.011975077,1.177346158,1,1.358514779,0.654798199,0.662824269,0.676826983,0.695790339,0.709460383,0.720197681
Lithuania,LTU,,,,,,,,,,,,,,,,0.328945314,0.39131907,0.436110534,0.450727232,0.445058472,0.450827296,0.449390718,0.49042189,0.584335048,0.660472175,0.70766944,0.761955493,0.902876117,1.062771348,0.973706658,0.95072548,1.050587025,0.997027023,1.043210185,1.052476514,0.879417813,0.890826151,0.947681509,1.026469027,1,1.027769214,1.112656688,1.145379928,1.16730908,1.19081604,1.212996374,1.235328026
Luxembourg,LUX,0.38855062,0.32803569,0.29540824,0.28202634,0.26064702,0.26117444,0.34705272,0.41554004,0.43372175,0.42107119,0.50885657,0.50691598,0.55878577,0.5509805,0.58905139,0.68378312,0.68077712,0.583911,0.56361234,0.57167165,0.50530403,0.49309935,0.52769679,0.64922712,0.73517192,0.76615145,0.82830834,0.91702209,1.00450353,0.98280079,0.96860934,1.06564297,1.01013442,1.06089919,1.08933547,0.91225867,0.91649921,0.95024028,1.01987868,1,1.05068851,1.150913782,1.195114727,1.2224681,1.247373363,1.270920695,1.295060934
Former Yugoslav Republic of Macedonia,MKD,,,,,,,,,,,,,0.337656192,0.401492267,0.54183868,0.721101988,0.705710149,0.589202618,0.546137596,0.537703053,0.501986323,0.508950058,0.539584783,0.654159203,0.718198663,0.754936557,0.787250303,0.898584724,1.012915791,0.964055029,0.934213193,1.017954098,0.94976099,1.024311572,1.039031987,0.885179739,0.913588692,0.958785719,1.043578292,1,1.025603874,1.111323667,1.148524895,1.17419975,1.201629919,1.228089346,1.254680187
